城市,节点ID,聚类系数
Zhengzhou,15004,0.0
Zhengzhou,15005,0.0
Zhengzhou,15007,0.0
Zhengzhou,15009,0.0
Zhengzhou,15012,0.166667
Zhengzhou,15015,0.0
Zhengzhou,15020,0.0
Zhengzhou,15021,0.0
Zhengzhou,15023,0.0
Zhengzhou,15026,0.166667
Zhengzhou,15030,0.0
Zhengzhou,15032,0.0
Zhengzhou,15034,0.0
Zhengzhou,15037,0.0
Zhengzhou,15039,0.0
Zhengzhou,15042,0.0
Zhengzhou,15044,0.0
Zhengzhou,15048,0.0
Zhengzhou,15051,0.0
Zhengzhou,15055,0.0
Zhengzhou,15058,0.0
Zhengzhou,15062,0.0
Zhengzhou,15063,0.0
Zhengzhou,15064,0.0
Zhengzhou,15066,0.0
Zhengzhou,15070,0.0
Zhengzhou,15071,0.0
Zhengzhou,15075,0.0
Zhengzhou,15076,0.0
Zhengzhou,15079,0.0
Zhengzhou,15084,0.0
Zhengzhou,15088,0.0
Zhengzhou,15092,0.166667
Zhengzhou,15094,0.0
Zhengzhou,15097,0.0
Zhengzhou,15098,0.0
Zhengzhou,15101,0.0
Zhengzhou,15103,0.0
Zhengzhou,15108,0.0
Zhengzhou,15112,0.0
Zhengzhou,15115,0.0
Zhengzhou,15120,0.0
Zhengzhou,15123,0.0
Zhengzhou,15127,0.0
Zhengzhou,15131,0.0
Zhengzhou,15133,0.0
Zhengzhou,15136,0.0
Zhengzhou,15137,0.0
Zhengzhou,15139,0.0
Zhengzhou,15144,0.333333
Zhengzhou,15148,0.166667
Zhengzhou,15151,0.333333
Zhengzhou,15155,0.0
Zhengzhou,15158,0.0
Zhengzhou,15162,0.0
Zhengzhou,15166,0.333333
Zhengzhou,15167,0.0
Zhengzhou,15171,0.0
Zhengzhou,15174,0.0
Zhengzhou,15176,0.166667
Zhengzhou,15180,0.0
Zhengzhou,15181,0.0
Zhengzhou,15186,0.0
Zhengzhou,15189,0.0
Zhengzhou,15192,0.0
Zhengzhou,15193,0.0
Zhengzhou,15195,0.0
Zhengzhou,15199,0.0
Zhengzhou,15202,0.0
Zhengzhou,15204,0.0
Zhengzhou,15207,0.0
Zhengzhou,15208,0.0
Zhengzhou,15213,0.0
Zhengzhou,15215,0.0
Zhengzhou,15216,0.0
Zhengzhou,15217,0.0
Zhengzhou,15220,0.0
Zhengzhou,15221,0.0
Zhengzhou,15225,0.0
Zhengzhou,15229,0.0
Zhengzhou,15233,0.0
Zhengzhou,15237,0.0
Zhengzhou,15240,0.0
Zhengzhou,15242,0.0
Zhengzhou,15244,0.0
Zhengzhou,15247,0.0
Zhengzhou,15249,0.0
Zhengzhou,15251,0.0
Zhengzhou,15255,0.0
Zhengzhou,15257,0.0
Zhengzhou,15260,0.0
Zhengzhou,15262,0.0
Zhengzhou,15263,0.333333
Zhengzhou,15265,0.0
Zhengzhou,15269,0.0
Zhengzhou,15274,0.0
Zhengzhou,15275,0.0
Zhengzhou,15277,0.0
Zhengzhou,15278,0.0
Zhengzhou,15280,0.333333
Zhengzhou,15282,0.166667
Zhengzhou,15285,0.0
Zhengzhou,15286,0.0
Zhengzhou,15289,0.0
Zhengzhou,15291,0.0
Zhengzhou,15292,0.0
Zhengzhou,15293,0.0
Zhengzhou,15297,0.0
Zhengzhou,15298,0.0
Zhengzhou,15301,0.0
Zhengzhou,15302,0.0
Zhengzhou,15305,0.0
Zhengzhou,15308,0.0
Zhengzhou,15309,0.0
Zhengzhou,15312,0.166667
Zhengzhou,15318,0.333333
Zhengzhou,15319,0.0
Zhengzhou,15320,0.0
Zhengzhou,15323,0.0
Zhengzhou,15328,0.166667
Zhengzhou,15331,0.333333
Zhengzhou,15334,0.333333
Zhengzhou,15335,0.0
Zhengzhou,15336,0.0
Zhengzhou,15338,0.0
Zhengzhou,15342,0.0
Zhengzhou,15345,0.333333
Zhengzhou,15350,0.0
Zhengzhou,15353,0.0
Zhengzhou,15357,0.0
Zhengzhou,15359,0.333333
Zhengzhou,15362,0.0
Zhengzhou,15364,0.0
Zhengzhou,15367,0.0
Zhengzhou,15368,0.0
Zhengzhou,15369,0.0
Zhengzhou,15370,0.0
Zhengzhou,15376,0.0
Zhengzhou,15379,0.333333
Zhengzhou,15384,0.0
Zhengzhou,15388,0.0
Zhengzhou,15389,0.0
Zhengzhou,15393,0.0
Zhengzhou,15397,0.0
Zhengzhou,15401,0.0
Zhengzhou,15403,0.0
Zhengzhou,15407,0.166667
Zhengzhou,15411,0.0
Zhengzhou,15412,0.0
Zhengzhou,15413,0.0
Zhengzhou,15415,0.0
Zhengzhou,15419,0.0
Zhengzhou,15420,0.0
Zhengzhou,15424,0.0
Zhengzhou,15427,0.0
Zhengzhou,15428,0.0
Zhengzhou,15429,0.0
Zhengzhou,15434,0.0
Zhengzhou,15436,0.0
Zhengzhou,15437,0.0
Zhengzhou,15440,0.0
Zhengzhou,15444,0.0
Zhengzhou,15448,0.166667
Zhengzhou,15452,0.166667
Zhengzhou,15457,0.0
Zhengzhou,15460,0.166667
Zhengzhou,15464,0.0
Zhengzhou,15465,0.0
Zhengzhou,15468,0.0
Zhengzhou,15471,0.0
Zhengzhou,15473,0.0
Zhengzhou,15477,0.0
Zhengzhou,15481,0.0
Zhengzhou,15486,0.0
Zhengzhou,15487,0.0
Zhengzhou,15490,0.333333
Zhengzhou,15491,0.0
Zhengzhou,15492,0.0
Zhengzhou,15493,0.0
Zhengzhou,15497,0.333333
Zhengzhou,15500,0.333333
Zhengzhou,15501,0.166667
Zhengzhou,15505,0.0
Zhengzhou,15509,0.333333
Zhengzhou,15512,0.0
Zhengzhou,15515,0.0
Zhengzhou,15520,0.0
Zhengzhou,15521,0.333333
Zhengzhou,15522,0.0
Zhengzhou,15523,0.333333
Zhengzhou,15524,0.333333
Zhengzhou,15525,0.0
Zhengzhou,15527,0.0
Zhengzhou,15529,0.0
Zhengzhou,15531,0.333333
Zhengzhou,15533,0.0
Zhengzhou,15535,0.0
Zhengzhou,15538,0.0
Zhengzhou,15543,0.0
Zhengzhou,15545,0.0
Zhengzhou,15546,0.333333
Zhengzhou,15547,0.0
Zhengzhou,15548,0.0
Zhengzhou,15549,0.0
Zhengzhou,15550,0.0
Zhengzhou,15552,0.0
Zhengzhou,15555,0.0
Zhengzhou,15560,0.333333
Zhengzhou,15561,0.0
Zhengzhou,15566,0.0
Zhengzhou,15570,0.0
Zhengzhou,15573,0.0
Zhengzhou,15577,0.0
Zhengzhou,15581,0.0
Zhengzhou,15584,0.0
Zhengzhou,15588,0.0
Zhengzhou,15591,0.0
Zhengzhou,15596,0.0
Zhengzhou,15597,0.166667
Zhengzhou,15602,0.0
Zhengzhou,15605,0.0
Zhengzhou,15609,0.0
Zhengzhou,15613,0.0
Zhengzhou,15614,0.0
Zhengzhou,15617,0.0
Zhengzhou,15619,0.0
Zhengzhou,15623,0.0
Zhengzhou,15627,0.0
Zhengzhou,15628,0.0
Zhengzhou,15632,0.0
Zhengzhou,15635,0.0
Zhengzhou,15638,0.0
Zhengzhou,15641,0.0
Zhengzhou,15646,0.0
Zhengzhou,15649,0.0
Zhengzhou,15651,0.0
Zhengzhou,15653,0.333333
Zhengzhou,15656,0.0
Zhengzhou,15658,0.0
Zhengzhou,15660,0.0
Zhengzhou,15664,0.0
Zhengzhou,15668,0.0
Zhengzhou,15672,0.166667
Zhengzhou,15675,0.0
Zhengzhou,15677,0.0
Zhengzhou,15678,0.0
Zhengzhou,15682,0.0
Zhengzhou,15686,0.333333
Zhengzhou,15689,0.0
Zhengzhou,15691,0.0
Zhengzhou,15694,0.0
Zhengzhou,15698,0.0
Zhengzhou,15702,0.0
Zhengzhou,15704,0.0
Zhengzhou,15706,0.0
Zhengzhou,15707,0.0
Zhengzhou,15709,0.0
Zhengzhou,15713,0.0
Zhengzhou,15717,0.166667
Zhengzhou,15722,0.333333
Zhengzhou,15723,0.333333
Zhengzhou,15726,0.0
Zhengzhou,15729,0.0
Zhengzhou,15732,0.0
Zhengzhou,15733,0.0
Zhengzhou,15735,0.0
Zhengzhou,15738,0.0
Zhengzhou,15740,0.0
Zhengzhou,15744,0.0
Zhengzhou,15750,0.0
Zhengzhou,15754,0.0
Zhengzhou,15755,0.0
Zhengzhou,15758,0.0
Zhengzhou,15762,0.0
Zhengzhou,15766,0.166667
Zhengzhou,15769,0.0
Zhengzhou,15771,0.0
Zhengzhou,15774,0.0
Zhengzhou,15775,0.0
Zhengzhou,15777,0.0
Zhengzhou,15783,0.0
Zhengzhou,15784,0.0
Zhengzhou,15786,0.0
Zhengzhou,15787,0.333333
Zhengzhou,15790,0.0
Zhengzhou,15791,0.0
Zhengzhou,15794,0.0
Zhengzhou,15798,0.0
Zhengzhou,15802,0.0
Zhengzhou,15803,0.0
Zhengzhou,15807,0.0
Zhengzhou,15810,0.0
Zhengzhou,15812,0.0
Zhengzhou,15816,0.333333
Zhengzhou,15819,0.0
Zhengzhou,15820,0.0
Zhengzhou,15821,0.0
Zhengzhou,15822,0.0
Zhengzhou,15823,0.0
Zhengzhou,15824,0.0
Zhengzhou,15828,0.0
Zhengzhou,15830,0.0
Zhengzhou,15831,0.0
Zhengzhou,15833,0.0
Zhengzhou,15837,0.0
Zhengzhou,15838,0.0
Zhengzhou,15840,0.0
Zhengzhou,15841,0.0
Zhengzhou,15843,0.0
Zhengzhou,15847,0.0
Zhengzhou,15849,0.0
Zhengzhou,15854,0.333333
Zhengzhou,15855,0.0
Zhengzhou,15862,0.0
Zhengzhou,15863,0.0
Zhengzhou,15867,0.0
Zhengzhou,15869,0.0
Zhengzhou,15873,0.0
Zhengzhou,15876,0.0
Zhengzhou,15879,0.0
Zhengzhou,15882,0.0
Zhengzhou,15888,0.0
Zhengzhou,15890,0.0
Zhengzhou,15891,0.0
Zhengzhou,15893,0.333333
Zhengzhou,15897,0.333333
Zhengzhou,15899,0.0
Zhengzhou,15901,0.0
Zhengzhou,15903,0.0
Zhengzhou,15906,0.0
Zhengzhou,15907,0.0
Zhengzhou,15911,0.0
Zhengzhou,15912,0.0
Zhengzhou,15914,0.0
Zhengzhou,15915,0.0
Zhengzhou,15919,0.0
Zhengzhou,15920,0.0
Zhengzhou,15921,0.0
Zhengzhou,15922,0.0
Zhengzhou,15925,0.0
Zhengzhou,15926,0.0
Zhengzhou,15928,0.0
Zhengzhou,15931,0.0
Zhengzhou,15936,0.0
Zhengzhou,15940,0.0
Zhengzhou,15941,0.0
Zhengzhou,15942,0.0
Zhengzhou,15943,0.166667
Zhengzhou,15947,0.0
Zhengzhou,15949,0.0
Zhengzhou,15951,0.0
Zhengzhou,15954,0.333333
Zhengzhou,15956,0.0
Zhengzhou,15957,0.0
Zhengzhou,15960,0.0
Zhengzhou,15962,0.0
Zhengzhou,15965,0.333333
Zhengzhou,15970,0.0
Zhengzhou,15972,0.1
Zhengzhou,15974,0.0
Zhengzhou,15975,0.0
Zhengzhou,15979,0.0
Zhengzhou,15983,0.333333
Zhengzhou,15985,0.333333
Zhengzhou,15989,0.166667
Zhengzhou,15992,0.0
Zhengzhou,15993,0.0
Zhengzhou,15994,0.0
Zhengzhou,15997,0.0
Zhengzhou,15999,0.333333
Zhengzhou,16003,0.0
Zhengzhou,16004,0.0
Zhengzhou,16007,0.0
Zhengzhou,16009,0.0
Zhengzhou,16011,0.0
Zhengzhou,16015,0.0
Zhengzhou,16016,0.166667
Zhengzhou,16020,0.0
Zhengzhou,16023,0.0
Zhengzhou,16026,0.0
Zhengzhou,16027,0.0
Zhengzhou,16030,0.0
Zhengzhou,16032,0.0
Zhengzhou,16035,0.0
Zhengzhou,16041,0.0
Zhengzhou,16044,0.166667
Zhengzhou,16048,0.166667
Zhengzhou,16051,0.0
Zhengzhou,16053,0.0
Zhengzhou,16056,0.166667
Zhengzhou,16060,0.333333
Zhengzhou,16064,0.0
Zhengzhou,16066,0.0
Zhengzhou,16068,0.0
Zhengzhou,16070,0.0
Zhengzhou,16073,0.0
Zhengzhou,16074,0.0
Zhengzhou,16078,0.0
Zhengzhou,16080,0.0
Zhengzhou,16082,0.0
Zhengzhou,16084,0.0
Zhengzhou,16087,0.0
Zhengzhou,16091,0.0
Zhengzhou,16092,0.0
Zhengzhou,16093,0.0
Zhengzhou,16095,0.333333
Zhengzhou,16097,0.0
Zhengzhou,16100,0.0
Zhengzhou,16101,0.0
Zhengzhou,16104,0.0
Zhengzhou,16106,0.0
Zhengzhou,16110,0.0
Zhengzhou,16111,0.333333
Zhengzhou,16113,0.0
Zhengzhou,16114,0.0
Zhengzhou,16117,0.0
Zhengzhou,16121,0.166667
Zhengzhou,16125,0.0
Zhengzhou,16128,0.0
Zhengzhou,16130,0.0
Zhengzhou,16134,0.0
Zhengzhou,16135,0.0
Zhengzhou,16137,0.0
Zhengzhou,16139,0.166667
Zhengzhou,16143,0.0
Zhengzhou,16148,0.0
Zhengzhou,16152,0.166667
Zhengzhou,16155,0.0
Zhengzhou,16158,0.0
Zhengzhou,16161,0.0
Zhengzhou,16164,0.0
Zhengzhou,16165,0.0
Zhengzhou,16169,0.333333
Zhengzhou,16172,0.0
Zhengzhou,16175,0.0
Zhengzhou,16177,0.0
Zhengzhou,16180,0.0
Zhengzhou,16183,0.0
Zhengzhou,16184,0.0
Zhengzhou,16186,0.0
Zhengzhou,16190,0.0
Zhengzhou,16193,0.0
Zhengzhou,16194,0.0
Zhengzhou,16196,0.0
Zhengzhou,16200,0.0
Zhengzhou,16204,0.0
Zhengzhou,16208,0.0
Zhengzhou,16212,0.0
Zhengzhou,16213,0.166667
Zhengzhou,16214,0.0
Zhengzhou,16218,0.0
Zhengzhou,16220,0.333333
Zhengzhou,16224,0.0
Zhengzhou,16227,0.0
Zhengzhou,16230,0.0
Zhengzhou,16233,0.0
Zhengzhou,16236,0.0
Zhengzhou,16240,0.0
Zhengzhou,16243,0.0
Zhengzhou,16245,0.166667
Zhengzhou,16250,0.0
Zhengzhou,16253,0.0
Zhengzhou,16254,0.166667
Zhengzhou,16260,0.0
Zhengzhou,16264,0.0
Zhengzhou,16266,0.0
Zhengzhou,16270,0.0
Zhengzhou,16274,0.0
Zhengzhou,16275,0.0
Zhengzhou,16278,0.0
Zhengzhou,16280,0.0
Zhengzhou,16285,0.0
Zhengzhou,16289,0.0
Zhengzhou,16290,0.0
Zhengzhou,16292,0.0
Zhengzhou,16294,0.0
Zhengzhou,16298,0.0
Zhengzhou,16302,0.0
Zhengzhou,16304,0.0
Zhengzhou,16307,0.0
Zhengzhou,16309,0.0
Zhengzhou,16311,0.0
Zhengzhou,16314,0.0
Zhengzhou,16318,0.0
Zhengzhou,16322,0.0
Zhengzhou,16323,0.0
Zhengzhou,16329,0.333333
Zhengzhou,16334,0.0
Zhengzhou,16338,0.0
Zhengzhou,16340,0.0
Zhengzhou,16344,0.0
Zhengzhou,16348,0.0
Zhengzhou,16352,0.0
Zhengzhou,16357,0.0
Zhengzhou,16361,0.0
Zhengzhou,16364,0.0
Zhengzhou,16367,0.0
Zhengzhou,16369,0.0
Zhengzhou,16374,0.0
Zhengzhou,16375,0.0
Zhengzhou,16376,0.0
Zhengzhou,16378,0.0
Zhengzhou,16381,0.0
Zhengzhou,16383,0.0
Zhengzhou,16386,0.0
Zhengzhou,16390,0.0
Zhengzhou,16391,0.0
Zhengzhou,16393,0.0
Zhengzhou,16398,0.0
Zhengzhou,16399,0.0
Zhengzhou,16404,0.0
Zhengzhou,16406,0.0
Zhengzhou,16408,0.0
Zhengzhou,16412,0.0
Zhengzhou,16416,0.0
Zhengzhou,16419,0.0
Zhengzhou,16423,0.0
Zhengzhou,16428,0.0
Zhengzhou,16431,0.0
Zhengzhou,16433,0.0
Zhengzhou,16438,0.166667
Zhengzhou,16442,0.166667
Zhengzhou,16445,0.0
Zhengzhou,16447,0.333333
Zhengzhou,16451,0.0
Zhengzhou,16455,0.0
Zhengzhou,16460,0.0
Zhengzhou,16463,0.0
Zhengzhou,16466,0.0
Zhengzhou,16470,0.0
Zhengzhou,16473,0.0
Zhengzhou,16476,0.0
Zhengzhou,16479,0.0
Zhengzhou,16484,0.0
Zhengzhou,16485,0.0
Zhengzhou,16487,0.0
Zhengzhou,16489,0.0
Zhengzhou,16496,0.0
Zhengzhou,16502,0.0
Zhengzhou,16506,0.0
Zhengzhou,16509,0.0
Zhengzhou,16513,0.0
Zhengzhou,16514,0.0
Zhengzhou,16518,0.0
Zhengzhou,16519,0.0
Zhengzhou,16522,0.0
Zhengzhou,16523,0.0
Zhengzhou,16528,0.333333
Zhengzhou,16531,0.0
Zhengzhou,16532,0.0
Zhengzhou,16534,0.0
Zhengzhou,16539,0.0
Zhengzhou,16542,0.0
Zhengzhou,16544,0.0
Zhengzhou,16545,0.0
Zhengzhou,16546,0.0
Zhengzhou,16548,0.0
Zhengzhou,16549,0.0
Zhengzhou,16554,0.0
Zhengzhou,16556,0.0
Zhengzhou,16559,0.0
Zhengzhou,16561,0.0
Zhengzhou,16563,0.0
Zhengzhou,16565,0.0
Zhengzhou,16568,0.0
Zhengzhou,16570,0.0
Zhengzhou,16571,0.0
Zhengzhou,16576,0.0
Zhengzhou,16579,0.0
Zhengzhou,16584,0.0
Zhengzhou,16589,0.0
Zhengzhou,16592,0.0
Zhengzhou,16593,0.0
Zhengzhou,16598,0.0
Zhengzhou,16602,0.0
Zhengzhou,16606,0.0
Zhengzhou,16609,0.0
Zhengzhou,16612,0.0
Zhengzhou,16613,0.0
Zhengzhou,16619,0.0
Zhengzhou,16624,0.0
Zhengzhou,16625,0.0
Zhengzhou,16626,0.0
Zhengzhou,16628,0.0
Zhengzhou,16630,0.0
Zhengzhou,16631,0.0
Zhengzhou,16636,0.0
Zhengzhou,16637,0.333333
Zhengzhou,16639,0.0
Zhengzhou,16643,0.0
Zhengzhou,16648,0.0
Zhengzhou,16652,0.0
Zhengzhou,16655,0.0
Zhengzhou,16659,0.0
Zhengzhou,16660,0.0
Zhengzhou,16661,0.0
Zhengzhou,16664,0.0
Zhengzhou,16667,0.0
Zhengzhou,16671,0.0
Zhengzhou,16675,0.0
Zhengzhou,16677,0.0
Zhengzhou,16680,0.0
Zhengzhou,16683,0.333333
Zhengzhou,16684,0.0
Zhengzhou,16685,0.0
Zhengzhou,16688,0.0
Zhengzhou,16689,0.0
Zhengzhou,16692,0.0
Zhengzhou,16697,0.0
Zhengzhou,16700,0.0
Zhengzhou,16703,0.0
Zhengzhou,16707,0.0
Zhengzhou,16712,0.0
Zhengzhou,16715,0.0
Zhengzhou,16720,0.0
Zhengzhou,16724,0.0
Zhengzhou,16728,0.0
Zhengzhou,16730,0.0
Zhengzhou,16732,0.0
Zhengzhou,16735,0.0
Zhengzhou,16740,0.0
Zhengzhou,16743,0.0
Zhengzhou,16744,0.0
Zhengzhou,16747,0.0
Zhengzhou,16752,0.0
Zhengzhou,16756,0.0
Zhengzhou,16759,0.0
Zhengzhou,16763,0.0
Zhengzhou,16766,0.0
Zhengzhou,16769,0.0
Zhengzhou,16774,0.0
Zhengzhou,16777,0.0
Zhengzhou,16779,0.0
Zhengzhou,16782,0.0
Zhengzhou,16783,0.0
Zhengzhou,16786,0.0
Zhengzhou,16788,0.166667
Zhengzhou,16790,0.0
Zhengzhou,16794,0.0
Zhengzhou,16800,0.0
Zhengzhou,16804,0.0
Zhengzhou,16807,0.0
Zhengzhou,16810,0.0
Zhengzhou,16811,0.0
Zhengzhou,16814,0.0
Zhengzhou,16818,0.0
Zhengzhou,16822,0.0
Zhengzhou,16824,0.0
Zhengzhou,16826,0.0
Zhengzhou,16830,0.333333
Zhengzhou,16833,0.0
Zhengzhou,16838,0.0
Zhengzhou,16841,0.0
Zhengzhou,16846,0.0
Zhengzhou,16848,0.0
Zhengzhou,16852,0.0
Zhengzhou,16854,0.0
Zhengzhou,16857,0.0
Zhengzhou,16858,0.0
Zhengzhou,16862,0.0
Zhengzhou,16866,0.0
Zhengzhou,16869,0.0
Zhengzhou,16872,0.0
Zhengzhou,16878,0.0
Zhengzhou,16882,0.0
Zhengzhou,16884,0.0
Zhengzhou,16886,0.333333
Zhengzhou,16888,0.0
Zhengzhou,16890,0.0
Zhengzhou,16892,0.0
Zhengzhou,16894,0.0
Zhengzhou,16896,0.0
Zhengzhou,16897,0.333333
Zhengzhou,16901,0.0
Zhengzhou,16904,0.0
Zhengzhou,16908,0.0
Zhengzhou,16912,0.0
Zhengzhou,16913,0.0
Zhengzhou,16917,0.0
Zhengzhou,16918,0.0
Zhengzhou,16919,0.0
Zhengzhou,16922,0.0
Zhengzhou,16925,0.0
Zhengzhou,16926,0.0
Zhengzhou,16927,0.0
Zhengzhou,16932,0.0
Zhengzhou,16935,0.0
Zhengzhou,16942,0.0
Zhengzhou,16945,0.0
Zhengzhou,16947,0.0
Zhengzhou,16949,0.0
Zhengzhou,16953,0.0
Zhengzhou,16955,0.0
Zhengzhou,16956,0.0
Zhengzhou,16959,0.0
Zhengzhou,16961,0.0
Zhengzhou,16966,0.0
Zhengzhou,16967,0.166667
Zhengzhou,16971,0.0
Zhengzhou,16972,0.0
Zhengzhou,16973,0.0
Zhengzhou,16975,0.0
Zhengzhou,16978,0.0
Zhengzhou,16981,0.0
Zhengzhou,16985,0.0
Zhengzhou,16989,0.0
Zhengzhou,16993,0.0
Zhengzhou,16998,0.0
Zhengzhou,17001,0.0
Zhengzhou,17006,0.166667
Zhengzhou,17010,0.0
Zhengzhou,17013,0.0
Zhengzhou,17015,0.0
Zhengzhou,17020,0.0
Zhengzhou,17023,0.0
Zhengzhou,17027,0.0
Zhengzhou,17029,0.0
Zhengzhou,17033,0.0
Zhengzhou,17039,0.166667
Zhengzhou,17043,0.0
Zhengzhou,17047,0.333333
Zhengzhou,17051,0.0
Zhengzhou,17054,0.0
Zhengzhou,17055,0.0
Zhengzhou,17060,0.0
Zhengzhou,17066,0.0
Zhengzhou,17069,0.0
Zhengzhou,17074,0.0
Zhengzhou,17079,0.0
Zhengzhou,17083,0.0
Zhengzhou,17085,0.0
Zhengzhou,17089,0.0
Zhengzhou,17094,0.0
Zhengzhou,17095,0.0
Zhengzhou,17097,0.0
Zhengzhou,17102,0.0
Zhengzhou,17105,0.0
Zhengzhou,17108,0.0
Zhengzhou,17110,0.0
Zhengzhou,17111,0.0
Zhengzhou,17117,0.166667
Zhengzhou,17121,0.0
Zhengzhou,17126,0.0
Zhengzhou,17129,0.0
Zhengzhou,17131,0.0
Zhengzhou,17136,0.0
Zhengzhou,17139,0.0
Zhengzhou,17143,0.0
Zhengzhou,17145,0.0
Zhengzhou,17149,0.0
Zhengzhou,17152,0.0
Zhengzhou,17154,0.0
Zhengzhou,17156,0.0
Zhengzhou,17158,0.0
Zhengzhou,17162,0.0
Zhengzhou,17168,0.0
Zhengzhou,17169,0.0
Zhengzhou,17172,0.0
Zhengzhou,17175,0.0
Zhengzhou,17177,0.0
Zhengzhou,17182,0.0
Zhengzhou,17184,0.0
Zhengzhou,17187,0.0
Zhengzhou,17190,0.0
Zhengzhou,17192,0.0
Zhengzhou,17194,0.0
Zhengzhou,17196,0.0
Zhengzhou,17201,0.0
Zhengzhou,17205,0.0
Zhengzhou,17209,0.0
Zhengzhou,17213,0.0
Zhengzhou,17217,0.0
Zhengzhou,17220,0.0
Zhengzhou,17223,0.0
Zhengzhou,17227,0.0
Zhengzhou,17231,0.0
Zhengzhou,17232,0.0
Zhengzhou,17235,0.0
Zhengzhou,17240,0.0
Zhengzhou,17242,0.0
Zhengzhou,17243,0.0
Zhengzhou,17246,0.0
Zhengzhou,17247,0.0
Zhengzhou,17248,0.0
Zhengzhou,17249,0.0
Zhengzhou,17251,0.0
Zhengzhou,17253,0.0
Zhengzhou,17256,0.0
Zhengzhou,17257,0.0
Zhengzhou,17260,0.0
Zhengzhou,17261,0.0
Zhengzhou,17265,0.0
Zhengzhou,17267,0.0
Zhengzhou,17272,0.0
Zhengzhou,17275,0.0
Zhengzhou,17280,0.0
Zhengzhou,17284,0.0
Zhengzhou,17287,0.0
Zhengzhou,17291,0.0
Zhengzhou,17292,0.0
Zhengzhou,17295,0.0
Zhengzhou,17297,0.0
Zhengzhou,17301,0.0
Zhengzhou,17306,0.0
Zhengzhou,17308,0.0
Zhengzhou,17309,0.0
Zhengzhou,17313,0.0
Zhengzhou,17315,0.0
Zhengzhou,17318,0.0
Zhengzhou,17319,0.0
Zhengzhou,17324,0.0
Zhengzhou,17327,0.0
Zhengzhou,17332,0.0
Zhengzhou,17333,0.0
Zhengzhou,17338,0.0
Zhengzhou,17341,0.0
Zhengzhou,17343,0.0
Zhengzhou,17348,0.0
Zhengzhou,17351,0.0
Zhengzhou,17355,0.0
Zhengzhou,17359,0.1
Zhengzhou,17364,0.0
Zhengzhou,17365,0.0
Zhengzhou,17369,0.0
Zhengzhou,17373,0.0
Zhengzhou,17377,0.333333
Zhengzhou,17379,0.0
Zhengzhou,17381,0.333333
Zhengzhou,17386,0.0
Zhengzhou,17389,0.166667
Zhengzhou,17392,0.0
Zhengzhou,17393,0.333333
Zhengzhou,17396,0.0
Zhengzhou,17400,0.166667
Zhengzhou,17403,0.0
Zhengzhou,17408,0.333333
Zhengzhou,17412,0.0
Zhengzhou,17413,0.166667
Zhengzhou,17418,0.0
Zhengzhou,17419,0.0
Zhengzhou,17422,0.0
Zhengzhou,17426,0.166667
Zhengzhou,17430,0.166667
Zhengzhou,17433,0.0
Zhengzhou,17438,0.0
Zhengzhou,17442,0.0
Zhengzhou,17445,0.0
Zhengzhou,17450,0.0
Zhengzhou,17451,0.0
Zhengzhou,17455,0.0
Zhengzhou,17456,0.0
Zhengzhou,17460,0.166667
Zhengzhou,17464,0.0
Zhengzhou,17465,0.0
Zhengzhou,17467,0.0
Zhengzhou,17470,0.0
Zhengzhou,17473,0.0
Zhengzhou,17476,0.0
Zhengzhou,17479,0.0
Zhengzhou,17480,0.0
Zhengzhou,17481,0.0
Zhengzhou,17485,0.0
Zhengzhou,17490,0.0
Zhengzhou,17494,0.0
Zhengzhou,17495,0.666667
Zhengzhou,17498,0.0
Zhengzhou,17499,0.0
Zhengzhou,17501,0.333333
Zhengzhou,17505,0.0
Zhengzhou,17506,0.0
Zhengzhou,17509,0.0
Zhengzhou,17513,0.0
Zhengzhou,17519,0.0
Zhengzhou,17524,0.0
Zhengzhou,17527,0.0
Zhengzhou,17530,0.0
Zhengzhou,17532,0.0
Zhengzhou,17533,0.0
Zhengzhou,17537,0.0
Zhengzhou,17540,0.0
Zhengzhou,17544,0.0
Zhengzhou,17545,0.0
Zhengzhou,17550,0.0
Zhengzhou,17554,0.0
Zhengzhou,17557,0.0
Zhengzhou,17560,0.0
Zhengzhou,17562,0.0
Zhengzhou,17565,0.0
Zhengzhou,17567,0.0
Zhengzhou,17569,0.0
Zhengzhou,17574,0.0
Zhengzhou,17578,0.0
Zhengzhou,17581,0.0
Zhengzhou,17586,0.0
Zhengzhou,17589,0.0
Zhengzhou,17594,0.0
Zhengzhou,17598,0.0
Zhengzhou,17602,0.0
Zhengzhou,17605,0.0
Zhengzhou,17609,0.0
Zhengzhou,17613,0.0
Zhengzhou,17615,0.0
Zhengzhou,17619,0.0
Zhengzhou,17623,0.0
Zhengzhou,17627,0.0
Zhengzhou,17630,0.0
Zhengzhou,17636,0.0
Zhengzhou,17639,0.0
Zhengzhou,17644,0.0
Zhengzhou,17647,0.0
Zhengzhou,17652,0.0
Zhengzhou,17655,0.0
Zhengzhou,17658,0.0
Zhengzhou,17660,0.0
Zhengzhou,17663,0.0
Zhengzhou,17664,0.0
Zhengzhou,17668,0.0
Zhengzhou,17671,0.0
Zhengzhou,17674,0.0
Zhengzhou,17676,0.0
Zhengzhou,17678,0.0
Zhengzhou,17682,0.0
Zhengzhou,17686,0.0
Zhengzhou,17690,0.0
Zhengzhou,17694,0.0
